uniq_id,image_id,caption,image
390679,29161,A family spending time together while working on laptops.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000029161.jpg
702679,230997,The 3D image is of a large room with couches and chairs. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000230997.jpg
589518,183690,A very cute toddler playing with a laptop that is fully open,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000183690.jpg
353131,140821,A white toilet sitting next to two wooden chairs.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000140821.jpg
393246,532635,A woman taking a picture of another woman holding decorative umbrella.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000532635.jpg
768578,373697,A group of people sitting around a table eating food.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000373697.jpg
33144,188390,Two children practicing for a ski race without poles. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000188390.jpg
704672,59110,A street scene with a bench and a rug on the sidewalk.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000059110.jpg
126303,339454,LOTS OF PEOPLE WEARING BUSINESS ATTIRE WALKING DOWN THE STREET IN CELEBRATION,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000339454.jpg
748508,400748,A woman that is on a tennis court with a racquet.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000400748.jpg
544171,65144,some people and a white clock tower with a black and white clock ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000065144.jpg
774179,401608,A group of people flying kites in a field.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000401608.jpg
67375,96193,Children are flying kites in a green field.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000096193.jpg
83426,376397,An Apple flat panel screen in the process of booting up.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000376397.jpg
767462,484113,A man that is standing on a tennis court.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000484113.jpg
271822,529879,A dog sitting on the floor at the base of some stairs.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000529879.jpg
733333,359904,The view of a window and a coin meter in front of the window.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000359904.jpg
50638,560555,A child blowing out candles on an earth shaped cake.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000560555.jpg
765758,125009,a couple of blue signs are on a pole,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000125009.jpg
19709,44663,A wooden bench in a forest that is dimly lit.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000044663.jpg
158671,537475,View of a subway train through a mirror.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000537475.jpg
589202,370523,A man riding a skateboard down the side of a building sidewalk.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000370523.jpg
104050,267779,Two people holding white wii remotes standing next to each other.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000267779.jpg
748047,371490,The bathtub is across the room from the bathroom sink. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000371490.jpg
616888,227948,a man is skateboarding in a bowl outside,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000227948.jpg
304068,540428,two kids with skis stand next to a man with a snow board,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000540428.jpg
144941,152003,A food entree with an entree is served next to a rice side.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000152003.jpg
488846,249120,A woman across the street with her skis in front of a car. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000249120.jpg
721207,290678,A cat sitting on top of a slab of cement next to a black and whtie dog.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000290678.jpg
26115,356765,A man standing with a bat on a field.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000356765.jpg
747439,540205,Two people skateboarding in an empty parking lot.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000540205.jpg
540840,194576,A cat standing in front of a set of pipes near a door.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000194576.jpg
588889,213032,a man and women that is throwing a freez be,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000213032.jpg
142684,151764,A baby is asleep in the back of a car.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000151764.jpg
498349,466822,A smiling man and lady holding up wine glasses.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000466822.jpg
590894,163068,A couple of people standing behind a purple van.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000163068.jpg
588393,193855,A computer desk topped with a laptop near a TV monitor.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000193855.jpg
496233,581302,A bird flying over a large body of water next to a bench.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000581302.jpg
4898,291410,A baby on top of a purple skateboard at the park.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000291410.jpg
148606,333368,A cat that is laying in a suitcase.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000333368.jpg
190347,498669,A man paddling a boat full of various fruits and vegetables.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000498669.jpg
491943,184786,A commercial plane on a runway in a open field.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000184786.jpg
433797,230152,"Oranges, pears and bananas sit on a plate.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000230152.jpg
677451,224079,a little kid that has something in its mouth,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000224079.jpg
477920,434782,A man in a work uniform putting a card in the time clock. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000434782.jpg
361605,211201,A picture of a occasion at a distance.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000211201.jpg
175514,280450,A young girl puts a hat on a large dog.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000280450.jpg
590126,81126,an airplane taxiing to take off on a runway,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000081126.jpg
361531,458668,A front shot of a parked air plane. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000458668.jpg
77034,220135,A decorated elephant has a red bow around its neck. There is a man standing next to the elephant.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000220135.jpg
596980,368347,A white bathroom with beige counter and blue towel.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000368347.jpg
272186,103348,A man holding a tennis racquet on a tennis court.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000103348.jpg
595121,298315,A young boy holding a Wii game controller.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000298315.jpg
2190,559218,An elephant on the side of a flooded road.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000559218.jpg
94304,461968,A man wearing an orange honeycomb bow tie.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000461968.jpg
604557,38257,A cheesy egg dish in a glass dish filled with vegetables.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000038257.jpg
805058,474858,A man standing near the ocean with surf boards,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000474858.jpg
543668,414738,a person wearing Levi jeans is holding a toothbrush,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000414738.jpg
39371,159731,a boy sitting on a bed with his red laptop,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000159731.jpg
804817,537761,a kitchen scene with a stainless steel fridge ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000537761.jpg
181492,196990,A bathroom with a small white toilet next to a window.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000196990.jpg
587389,93048,There is a carpet in the middle of the room.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000093048.jpg
184063,399200,"The back of a laptop has a sticker labeled ""I Loves the 'Diff"".",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000399200.jpg
52731,248603,A man wearing a hat holding a box.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000248603.jpg
586455,255577,A woman standing on a tennis court holding a racquet.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000255577.jpg
328407,412002,A couple of people standing in front of a clock.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000412002.jpg
189007,95095,THERE IS A DIRTY REFG THAT IS STANDING THERE,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000095095.jpg
288987,103280,Several varieties of food on a dining table.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000103280.jpg
453919,149755,A toddler is smiling and sitting on a motorcycle.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000149755.jpg
421800,559647,a baseball player slides into a base and is tagged by a glove,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000559647.jpg
351661,342432,A man is surfing through the wave near other swimmers.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000342432.jpg
382437,345531,A person jumping up in the air on a skateboard.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000345531.jpg
388592,568424,A bathroom with a stone wall and blue tile flooring,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000568424.jpg
337583,508209,A pond with lilypads and a frisbee floating in it.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000508209.jpg
467742,258925,A lone surfer riding the last of the wave to the shore,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000258925.jpg
283985,271638,Men at various tables under black canopies in front of a building.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000271638.jpg
188038,445761,A man stands under a pink umbrella with a group of people in a park.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000445761.jpg
680667,348044,A person is riding a skateboard near a large suspension bridge.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000348044.jpg
631677,117146,A bunch of cows are seen walking through the mud.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000117146.jpg
178585,66987,Two giraffes at an enclosure during the day.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000066987.jpg
324910,279009,A small plane traveling down a runway at the airport.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000279009.jpg
379546,562911,A pair of people sit in a helicopter off of the ground.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000562911.jpg
115550,18327,a person standing in front of a mic holding a glass of wine,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000018327.jpg
168850,370406,A man standing on a surfboard with a paddle on a body of water.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000370406.jpg
704895,504289,A horse that is looking over the camera man.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000504289.jpg
383553,344935,A road cut off by police barricade tape.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000344935.jpg
410203,530300,An Amtrak train at a train station at night.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000530300.jpg
106864,58654,A large giraffe following another large giraffe around,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000058654.jpg
309804,131486,A person in the snow on some skis.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000131486.jpg
588756,1785,A massive crowd of people standing on top of a sandy beach.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000001785.jpg
305699,410302,A woman sitting outside of a fruit stand. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000410302.jpg
220768,72717,A white plate topped with sandwiches and salad.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000072717.jpg
721936,60018,A road sign sitting on the side of a road.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000060018.jpg
254141,481098,A sheep and a ram standing on grass next to a barbed wire fence.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000481098.jpg
30812,343183,Mountain view with birds flying over lake and few boats sailing.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000343183.jpg
595626,27550,The large bathroom has a toilet and a blue tub in it.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000027550.jpg
747349,447479,A huge donut sits on top of a donut shop.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000447479.jpg
142590,534443,Boats are floating in a lake by the mountains.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000534443.jpg
222554,335110,A man standing on a tennis court holding a tennis racquet.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000335110.jpg
177917,256659,Four young children play in an opened fire hydrant.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000256659.jpg
751032,33995,An uncooked pizza sits inside of a baking pan.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000033995.jpg
588399,286745,A couple of bears standing next to each other.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000286745.jpg
447438,540682,A bus is parked on a wet parking lot in a rural area.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000540682.jpg
781612,515729,A person wearing glasses while they brush their teeth.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000515729.jpg
585875,347021,A black and white cat sitting in front of an open book.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000347021.jpg
205407,146972,A woman standing next to a red table topped with food.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000146972.jpg
93520,56397,"An old, large luggage chest stands opened up.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000056397.jpg
748916,551836,Small cow with short horns standing on a grassy meadow.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000551836.jpg
36154,157872,men and women on a stage with a large pair of scissors,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000157872.jpg
101875,269718,There is a cook oven shaped like a person's head,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000269718.jpg
476094,197891,three zebra graze in a field of grass,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000197891.jpg
83832,515075,Several soccer players stand on a field between plays. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000515075.jpg
127278,305363,A group of horses standing on th e beach,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000305363.jpg
1578,214030,A plate full with mixed vegetables and sauce covered meat. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000214030.jpg
460551,320217,A group of boats floating on top of a large body of water.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000320217.jpg
767173,84283,Two bags filled with office supplies on top of a table.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000084283.jpg
704509,207808,A train sitting out in the middle of a dessert area.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000207808.jpg
600638,364879,a person with a laptop and cat resting on their lap,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000364879.jpg
201113,556472,Car view of a herd of animals in a street.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000556472.jpg
437205,237129,a person throwing a ball at a baseball player,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000237129.jpg
76210,191320,A large painting of Colonel Sanders on the front of a KFC restaurant.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000191320.jpg
288404,464075,Four beached river boats tethered next to each other. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000464075.jpg
43737,209722,A man plowing a field with horses and sit-on plow.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000209722.jpg
761137,361959,a kitchen with a stove an a window,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000361959.jpg
116011,300918,A man is in mid air and is holding his skateboard.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000300918.jpg
224017,447083,A restaurant sitting by the side of the ocean.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000447083.jpg
356086,373686,A man carrying a surfboard into the ocean.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000373686.jpg
566590,329239,a tall woman holding a racket ready to play,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000329239.jpg
700974,26938,a little girl that is petting a  giraffe,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000026938.jpg
416694,398962,a dining room area with wood table and six chairs,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000398962.jpg
302900,231102,"A printer sitting next to a desk with a laptop, computer monitor and mouse on it.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000231102.jpg
527346,157505,A dog with a pink object in its mouth. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000157505.jpg
467168,64,a black and silver clock tower at an intersection near a tree,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000000064.jpg
38707,489267,A harbor filled with ships next to a crowded city.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000489267.jpg
750623,515630,this is a room with many weed plants,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000515630.jpg
18369,281891,A large cow looks at its reflection in the water,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000281891.jpg
139125,365306,A girl holding a tennis racket and hitting a tennis ball.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000365306.jpg
732754,310558,A man leaning up against a metal hand rail.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000310558.jpg
320522,116336,a stop sign and two black and white street signs ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000116336.jpg
655320,502253,a close up of sliced pizza on a pan,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000502253.jpg
288163,182502,A couple of men sitting on a bench.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000182502.jpg
204492,8747,A man in a yellow shirt brushing his teeth.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000008747.jpg
697046,285376,there is a curtain in this bathroom that has cats on it,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000285376.jpg
540837,259217,A table pc with a keyboard in front of it.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000259217.jpg
229519,183554,A red double decker bus on street next to a building.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000183554.jpg
510423,87348,An airplane with four propellers flying through a sky.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000087348.jpg
267380,172434,A little girl leading a brown and white cow.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000172434.jpg
191333,121676,A zebra standing next to a giraffe near a stone wall.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000121676.jpg
353729,352802,Many pieces of paper are strewn across a bed near clothes.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000352802.jpg
161421,241530,two zebras walk along the grass by a bird,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000241530.jpg
457183,373522,A women who is looking at a tree with ornaments on it.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000373522.jpg
488489,508567,A zebra that is in the dirt near a tree.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000508567.jpg
424564,78274,Colorful lights sitting on the inside window of a house. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000078274.jpg
504666,99077,a close up of a dog smelling a hot dog,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000099077.jpg
776831,361909,A plate featuring a fresh cooked pizza in slices.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000361909.jpg
123766,419477,A motorcycle rider driving his bike down a street.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000419477.jpg
479599,89259,A large clock mounted to the side of a pillar.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000089259.jpg
702136,112978,A guy is speaking in front of a large crowd. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000112978.jpg
759643,520342,a white car parked at a parking meter,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000520342.jpg
772078,73066,A sign with two hands hanging up next to scissors.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000073066.jpg
404994,284993,Single flower protruding from to of clear glass vase.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000284993.jpg
162201,12884,A skateboarder doing tricks using a fence in a lot,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000012884.jpg
475021,167115,a couple women help themselves to a sandwich bar with various fixins for sandwiches.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000167115.jpg
796253,333820,A man rides a surf board under the curl of a wave,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000333820.jpg
672132,186500,The hotel room features a contemporary  SIMPLEmotif.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000186500.jpg
41982,322499,A skateboarder holding his board while waiting to cross traffic.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000322499.jpg
479379,513241,A white bowl filled with a caramel chocolate dessert.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000513241.jpg
340173,168571,A woman on a cell phone sitting on the ground.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000168571.jpg
366804,100781,An ornate clock is in the middle of a park. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000100781.jpg
72955,53716,A glass fronted cabinet over a very small stove and oven,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000053716.jpg
